,Papel,Cotação,Tipo,Data últ cot,Empresa,Min 52 sem,Setor,Max 52 sem,Subsetor,Vol $ méd (2m),Valor de mercado,Últ balanço processado,Valor da firma,Nro. Ações,P/L,LPA,P/VP,VPA,P/EBIT,Marg. Bruta,PSR,Marg. EBIT,P/Ativos,Marg. Líquida,P/Cap. Giro,EBIT / Ativo,P/Ativ Circ Liq,ROIC,ROE,EV / EBITDA,Liquidez Corr,EV / EBIT,Div Br/ Patrim,Cres. Rec (5a),Giro Ativos,Ativo,Dív. Bruta,Disponibilidades,Dív. Líquida,Ativo Circulante,Patrim. Líq,Receita Líquida,Receita Líquida (3 meses),EBIT,EBIT (3 meses),Lucro Líquido,Lucro Líquido (3 meses),Div. Yield,Depósitos,Cart. de Crédito,Result Int Financ,Result Int Financ (3 meses),Rec Serviços,Rec Serviços (3 meses)
144,EKTR3,37.0,ON,16/07/2025,ELEKTRO ELETRICIDADE E SERVIÇOS SA ON,34.88,Energia Elétrica,43.85,Energia Elétrica,1217.0,7169080000.0,31/03/2025,13682100000.0,193759000.0,7.7,4.8,3.14,11.79,3.19,27.8,0.76,23.9,0.59,9.9,-35.49,18.4,-1.09,20.9,40.7,5.16,0.94,6.09,3.16,5.5,0.77,12239000000.0,7227000000.0,714000000.0,6513000000.0,3378000000.0,2285000000.0,9409000000.0,2359000000.0,2247000000.0,693000000.0,931000000.0,289000000.0,12.1,,,,,,
145,CEBR3,19.43,ON,18/07/2025,CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA ON,14.49,Energia Elétrica,20.01,Energia Elétrica,114026.0,1400550000.0,31/03/2025,718628000.0,72082000.0,7.77,2.5,1.26,15.47,10.65,53.7,3.59,33.7,0.92,60.2,1.79,8.6,1.94,15.9,16.2,5.13,9.39,5.46,-,3.7,0.26,1529710000.0,,681925000.0,-681925000.0,874610000.0,1115020000.0,390661000.0,135294000.0,131518000.0,50386000.0,180356000.0,49631000.0,10.2,,,,,,
146,CEBR5,19.53,PNA,18/07/2025,CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA PNA,14.16,Energia Elétrica,20.49,Energia Elétrica,61670.0,1407760000.0,31/03/2025,725836000.0,72082000.0,7.81,2.5,1.26,15.47,10.7,53.7,3.6,33.7,0.92,60.2,1.8,8.6,1.95,15.9,16.2,5.19,9.39,5.52,-,3.7,0.26,1529710000.0,,681925000.0,-681925000.0,874610000.0,1115020000.0,390661000.0,135294000.0,131518000.0,50386000.0,180356000.0,49631000.0,10.1,,,,,,
147,EQPA6,7.1,PNB,18/07/2025,EQTL PARA PNB,7.1,Energia Elétrica,7.1,Energia Elétrica,162.0,15684400000.0,31/03/2025,19986300000.0,2209070000.0,8.09,0.88,2.91,2.44,5.32,31.1,1.41,26.4,0.91,17.4,10.62,17.1,-2.52,21.6,36.0,5.93,1.35,6.78,1.27,15.2,0.65,17298900000.0,6864730000.0,2562870000.0,4301870000.0,5686940000.0,5385610000.0,11162400000.0,2694960000.0,2949890000.0,717208000.0,1939180000.0,393144000.0,9.3,,,,,,
148,NEOE3,23.5,ON NM,18/07/2025,NEOENERGIA ON NM,17.25,Energia Elétrica,25.96,Energia Elétrica,24710700.0,28524200000.0,31/03/2025,73466200000.0,1213800000.0,8.13,2.89,0.84,27.85,2.65,26.9,0.57,21.7,0.26,7.1,10.85,9.8,-0.54,10.8,10.4,5.37,1.13,6.82,1.51,7.7,0.45,109777000000.0,50955000000.0,6013000000.0,44942000000.0,23340000000.0,33807000000.0,49654000000.0,12285000000.0,10779000000.0,3157000000.0,3509000000.0,1001000000.0,3.5,,,,,,
149,CPFE3,38.18,ON,18/07/2025,CPFL ENERGIA SA ON,28.79,Energia Elétrica,41.23,Energia Elétrica,45466800.0,43993100000.0,31/03/2025,68255700000.0,1152250000.0,8.25,4.63,1.98,19.31,3.98,31.7,1.02,25.7,0.56,13.0,-176.65,14.1,-1.16,15.6,24.0,5.22,0.99,6.17,1.27,6.2,0.55,78709700000.0,28310800000.0,4048150000.0,24262600000.0,17316600000.0,22249300000.0,43117600000.0,10655200000.0,11060600000.0,3321900000.0,5333600000.0,1551320000.0,7.3,,,,,,
150,ALUP4,9.55,PN N2,18/07/2025,ALUPAR PN N2,8.23,Energia Elétrica,10.14,Energia Elétrica,112901.0,9443810000.0,31/03/2025,18395100000.0,988881000.0,8.36,1.14,1.11,8.61,3.34,71.1,2.23,66.8,0.3,45.9,2.75,9.1,-0.75,10.4,13.3,6.12,2.15,6.51,1.48,-11.9,0.14,31173700000.0,12629500000.0,3678200000.0,8951330000.0,6413410000.0,8518980000.0,4229300000.0,1223730000.0,2826350000.0,850149000.0,1129920000.0,298777000.0,2.9,,,,,,
151,CEBR6,21.15,PNB,18/07/2025,CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA PNB,15.67,Energia Elétrica,22.04,Energia Elétrica,113572.0,1524530000.0,31/03/2025,842609000.0,72082000.0,8.45,2.5,1.37,15.47,11.59,53.7,3.9,33.7,1.0,60.2,1.95,8.6,2.11,15.9,16.2,6.02,9.39,6.41,-,3.7,0.26,1529710000.0,,681925000.0,-681925000.0,874610000.0,1115020000.0,390661000.0,135294000.0,131518000.0,50386000.0,180356000.0,49631000.0,10.3,,,,,,
152,ALUP11,29.59,UNT N2,18/07/2025,ALUPAR UNT N2,24.91,Energia Elétrica,31.33,Energia Elétrica,32317900.0,9753660000.0,31/03/2025,18705000000.0,988881000.0,8.63,3.43,1.14,25.84,3.45,71.1,2.31,66.8,0.31,45.9,2.85,9.1,-0.78,10.4,13.3,6.23,2.15,6.62,1.48,-11.9,0.14,31173700000.0,12629500000.0,3678200000.0,8951330000.0,6413410000.0,8518980000.0,4229300000.0,1223730000.0,2826350000.0,850149000.0,1129920000.0,298777000.0,2.8,,,,,,
153,EQPA7,8.05,PNC,12/06/2025,EQTL PARA PNC,7.58,Energia Elétrica,8.05,Energia Elétrica,91.0,17783000000.0,31/03/2025,22084900000.0,2209070000.0,9.17,0.88,3.3,2.44,6.03,31.1,1.59,26.4,1.03,17.4,12.04,17.1,-2.86,21.6,36.0,6.55,1.35,7.49,1.27,15.2,0.65,17298900000.0,6864730000.0,2562870000.0,4301870000.0,5686940000.0,5385610000.0,11162400000.0,2694960000.0,2949890000.0,717208000.0,1939180000.0,393144000.0,8.2,,,,,,
154,ELET3,38.96,ON,18/07/2025,ELETROBRÁS ON,32.53,Energia Elétrica,44.49,Energia Elétrica,255603000.0,89944300000.0,31/03/2025,130156000000.0,2308630000.0,9.28,4.2,0.74,52.63,6.38,44.5,2.15,33.7,0.32,23.2,2.78,5.0,-0.87,5.7,8.0,7.15,2.29,9.24,0.58,6.1,0.15,282016000000.0,71063600000.0,30852000000.0,40211500000.0,57376000000.0,121494000000.0,41877500000.0,10414200000.0,14092600000.0,3655910000.0,9697030000.0,-353039000.0,4.5,,,,,,
155,ALUP3,10.68,ON N2,18/07/2025,ALUPAR ON N2,8.34,Energia Elétrica,11.43,Energia Elétrica,67225.0,10561200000.0,31/03/2025,19512600000.0,988881000.0,9.35,1.14,1.24,8.61,3.74,71.1,2.5,66.8,0.34,45.9,3.08,9.1,-0.84,10.4,13.3,6.49,2.15,6.9,1.48,-11.9,0.14,31173700000.0,12629500000.0,3678200000.0,8951330000.0,6413410000.0,8518980000.0,4229300000.0,1223730000.0,2826350000.0,850149000.0,1129920000.0,298777000.0,2.6,,,,,,
156,EKTR4,47.99,PN,18/07/2025,ELEKTRO ELETRICIDADE E SERVIÇOS SA PN,35.52,Energia Elétrica,56.53,Energia Elétrica,11933.0,9298490000.0,31/03/2025,15811500000.0,193759000.0,9.99,4.8,4.07,11.79,4.14,27.8,0.99,23.9,0.76,9.9,-46.03,18.4,-1.41,20.9,40.7,5.96,0.94,7.04,3.16,5.5,0.77,12239000000.0,7227000000.0,714000000.0,6513000000.0,3378000000.0,2285000000.0,9409000000.0,2359000000.0,2247000000.0,693000000.0,931000000.0,289000000.0,10.2,,,,,,
157,ELET6,42.47,PNB,18/07/2025,ELETROBRÁS PNB,36.89,Energia Elétrica,48.23,Energia Elétrica,49225200.0,98047600000.0,31/03/2025,138259000000.0,2308630000.0,10.11,4.2,0.81,52.63,6.96,44.5,2.34,33.7,0.35,23.2,3.03,5.0,-0.95,5.7,8.0,7.6,2.29,9.81,0.58,6.1,0.15,282016000000.0,71063600000.0,30852000000.0,40211500000.0,57376000000.0,121494000000.0,41877500000.0,10414200000.0,14092600000.0,3655910000.0,9697030000.0,-353039000.0,4.6,,,,,,
158,EGIE3,41.71,ON,18/07/2025,ENGIE BRASIL ON,33.93,Energia Elétrica,48.82,Energia Elétrica,66270000.0,34032300000.0,31/03/2025,54298300000.0,815928000.0,10.12,4.12,2.82,14.81,5.94,53.6,2.93,49.3,0.65,29.6,17.94,10.9,-1.1,12.4,27.8,7.89,1.27,9.47,2.14,-3.7,0.22,52761200000.0,25840600000.0,5574640000.0,20265900000.0,8806600000.0,12083000000.0,11622300000.0,3013070000.0,5733860000.0,1541050000.0,3363960000.0,768703000.0,5.6,,,,,,
159,REDE3,6.55,ON,18/07/2025,REDE EMPRESAS DE ENERGIA ELÉTRICA SA ON,5.89,Energia Elétrica,6.79,Energia Elétrica,8703.0,13822600000.0,31/03/2025,26936900000.0,2110320000.0,10.41,0.63,3.32,1.97,4.01,25.1,0.76,19.1,0.46,10.1,6.28,11.5,-0.87,13.5,31.9,6.18,1.38,7.81,3.88,9.1,0.6,30093900000.0,16122100000.0,3007860000.0,13114300000.0,7964590000.0,4157530000.0,18070000000.0,4548340000.0,3447790000.0,1035140000.0,1327470000.0,369581000.0,6.5,,,,,,
160,CPLE3,11.11,ON,18/07/2025,COPEL ON,7.62,Energia Elétrica,11.84,Energia Elétrica,60390000.0,33139000000.0,31/03/2025,45876100000.0,2982810000.0,11.26,0.99,1.26,8.81,7.98,22.1,1.43,18.0,0.55,12.7,6.29,6.9,-1.86,8.0,11.2,8.18,1.48,11.05,0.72,2.1,0.38,60240800000.0,18795000000.0,6058020000.0,12737000000.0,16146400000.0,26272200000.0,23126100000.0,5892090000.0,4152400000.0,1242550000.0,2943760000.0,665508000.0,6.7,,,,,,
161,CPLE6,11.88,PNB,18/07/2025,COPEL PNB,8.43,Energia Elétrica,12.78,Energia Elétrica,152821000.0,35435800000.0,31/03/2025,48172800000.0,2982810000.0,12.04,0.99,1.35,8.81,8.53,22.1,1.53,18.0,0.59,12.7,6.73,6.9,-1.98,8.0,11.2,8.59,1.48,11.6,0.72,2.1,0.38,60240800000.0,18795000000.0,6058020000.0,12737000000.0,16146400000.0,26272200000.0,23126100000.0,5892090000.0,4152400000.0,1242550000.0,2943760000.0,665508000.0,6.9,,,,,,
162,ENMT4,59.0,ON,18/07/2025,ENERGISA MT ON,59.0,Energia Elétrica,82.07,Energia Elétrica,1490.0,12917600000.0,31/03/2025,18784200000.0,218942000.0,12.85,4.59,3.21,18.36,7.51,26.3,1.56,20.8,0.9,12.1,9.14,12.0,-2.04,14.1,25.0,9.11,1.56,10.92,1.83,9.1,0.58,14313100000.0,7352000000.0,1485390000.0,5866610000.0,3953500000.0,4019070000.0,8275600000.0,2052370000.0,1719700000.0,486370000.0,1005230000.0,284069000.0,4.7,,,,,,
163,CPLE5,12.85,PNA,17/07/2025,COPEL PNA,8.85,Energia Elétrica,15.38,Energia Elétrica,4366.0,38329100000.0,31/03/2025,51066100000.0,2982810000.0,13.02,0.99,1.46,8.81,9.23,22.1,1.66,18.0,0.64,12.7,7.28,6.9,-2.15,8.0,11.2,9.11,1.48,12.3,0.72,2.1,0.38,60240800000.0,18795000000.0,6058020000.0,12737000000.0,16146400000.0,26272200000.0,23126100000.0,5892090000.0,4152400000.0,1242550000.0,2943760000.0,665508000.0,6.4,,,,,,
164,EQTL3,34.22,ON NM,18/07/2025,EQUATORIAL ENERGIA SA ON NM,25.68,Energia Elétrica,37.33,Energia Elétrica,247320000.0,42930600000.0,31/03/2025,86867600000.0,1254550000.0,13.9,2.46,1.6,21.35,4.34,28.4,0.91,21.0,0.37,8.3,8.33,8.5,-0.73,9.8,11.5,7.13,1.24,8.79,2.03,27.1,0.41,115721000000.0,54438400000.0,10501400000.0,43937000000.0,26294500000.0,26784000000.0,47177600000.0,11709100000.0,9886340000.0,2561490000.0,3088400000.0,556168000.0,2.3,,,,,,
165,ENMT3,65.9,ON,30/06/2025,ENERGISA MT ON,58.0,Energia Elétrica,84.61,Energia Elétrica,20492.0,14428300000.0,31/03/2025,20294900000.0,218942000.0,14.35,4.59,3.59,18.36,8.39,26.3,1.74,20.8,1.01,12.1,10.21,12.0,-2.28,14.1,25.0,9.84,1.56,11.8,1.83,9.1,0.58,14313100000.0,7352000000.0,1485390000.0,5866610000.0,3953500000.0,4019070000.0,8275600000.0,2052370000.0,1719700000.0,486370000.0,1005230000.0,284069000.0,4.2,,,,,,
166,AFLT3,7.24,ON,18/07/2025,AFLUENTE T ON,6.21,Energia Elétrica,7.73,Energia Elétrica,2179.0,456735000.0,31/03/2025,471966000.0,63085000.0,14.91,0.49,1.78,4.08,11.68,53.4,5.61,48.0,1.32,37.6,7.48,11.3,-40.8,11.9,11.9,12.02,4.76,12.07,0.11,9.4,0.24,345644000.0,28902000.0,13671000.0,15231000.0,77283000.0,257167000.0,81456000.0,10415000.0,39093000.0,6574000.0,30635000.0,3946000.0,5.9,,,,,,
167,EMAE4,29.8,PN,18/07/2025,EMAE PN,29.8,Energia Elétrica,46.68,Energia Elétrica,136290.0,1101020000.0,31/03/2025,834975000.0,36947000.0,16.53,1.8,0.89,33.33,13.95,36.5,1.78,12.8,0.51,10.8,2.34,3.7,-3.79,4.2,5.4,9.34,3.91,10.58,-,7.4,0.29,2153690000.0,,266046000.0,-266046000.0,631782000.0,1231320000.0,616863000.0,148450000.0,78950000.0,26292000.0,66608000.0,34379000.0,2.8,,,,,,
168,LIPR3,36.01,ON,27/05/2025,LIGHTPAR ON,36.01,Energia Elétrica,46.97,Energia Elétrica,164.0,423658000.0,31/03/2025,354345000.0,11765000.0,16.64,2.16,1.82,19.74,-54.89,-,-,-,1.71,,6.65,-3.1,7.07,-4.3,11.0,-45.91,6.18,-45.91,-,-,-,248334000.0,,69313000.0,-69313000.0,76009000.0,232276000.0,,,-7719000.0,-2570000.0,25463000.0,5491000.0,3.9,,,,,,
169,ELET5,82.5,PNA,13/06/2025,ELETROBRÁS PNA,75.0,Energia Elétrica,92.28,Energia Elétrica,188.0,190462000000.0,31/03/2025,230674000000.0,2308630000.0,19.64,4.2,1.57,52.63,13.52,44.5,4.55,33.7,0.68,23.2,5.89,5.0,-1.85,5.7,8.0,12.68,2.29,16.37,0.58,6.1,0.15,282016000000.0,71063600000.0,30852000000.0,40211500000.0,57376000000.0,121494000000.0,41877500000.0,10414200000.0,14092600000.0,3655910000.0,9697030000.0,-353039000.0,,,,,,,
170,GEPA3,33.34,ON,11/07/2025,DUKE ENERGY INT.GERAÇÃO PARANAPANEMA SA ON,19.83,Energia Elétrica,36.0,Energia Elétrica,2756.0,3148400000.0,31/03/2025,3337920000.0,94433000.0,32.41,1.03,1.86,17.91,19.05,51.2,9.01,47.3,0.9,27.8,-8.45,4.7,-2.67,6.3,5.7,14.35,0.63,20.2,0.37,-25.6,0.1,3516600000.0,634192000.0,444669000.0,189523000.0,643925000.0,1691660000.0,349346000.0,349346000.0,165244000.0,165244000.0,97140000.0,97140000.0,21.0,,,,,,
171,GEPA4,35.9,PN,17/07/2025,DUKE ENERGY INT.GERAÇÃO PARANAPANEMA SA PN,20.66,Energia Elétrica,36.0,Energia Elétrica,16707.0,3390140000.0,31/03/2025,3579670000.0,94433000.0,34.9,1.03,2.0,17.91,20.52,51.2,9.7,47.3,0.96,27.8,-9.1,4.7,-2.87,6.3,5.7,15.39,0.63,21.66,0.37,-25.6,0.1,3516600000.0,634192000.0,444669000.0,189523000.0,643925000.0,1691660000.0,349346000.0,349346000.0,165244000.0,165244000.0,97140000.0,97140000.0,19.5,,,,,,
172,ENEV3,13.69,ON,18/07/2025,ENEVA ON,9.55,Energia Elétrica,14.72,Energia Elétrica,141925000.0,26457200000.0,31/03/2025,40893400000.0,1932590000.0,54.29,0.25,1.38,9.9,8.65,31.3,1.92,22.1,0.48,6.9,7.08,5.6,-1.14,6.3,2.5,8.26,1.53,13.37,1.0,42.8,0.25,54578600000.0,19202000000.0,4765810000.0,14436200000.0,10834600000.0,19137700000.0,13806400000.0,4423560000.0,3058030000.0,916673000.0,487292000.0,384385000.0,,,,,,,
173,GPAR3,22.9,ON,26/05/2025,CELGPAR ON,22.9,Energia Elétrica,47.0,Energia Elétrica,52.0,1824600000.0,31/03/2025,1592610000.0,79677000.0,55.5,0.41,2.31,9.91,-100.73,53.1,56.46,-56.0,2.11,101.8,6.26,-2.1,7.97,-2.9,4.2,-97.9,29.82,-87.92,0.02,-55.0,0.04,862868000.0,12488000.0,244478000.0,-231990000.0,301818000.0,789920000.0,32318000.0,9363000.0,-18114000.0,-4053000.0,32877000.0,6355000.0,,,,,,,
174,SRNA3,11.76,ON NM,18/07/2025,SERENA ON NM,5.28,Energia Elétrica,11.76,Energia Elétrica,73512700.0,7323320000.0,31/03/2025,18059100000.0,622731000.0,1194.86,0.01,1.35,8.74,6.22,30.3,1.59,25.6,0.35,0.1,15.49,5.7,-0.62,6.2,0.1,9.16,1.16,15.34,2.2,35.9,0.22,20668900000.0,11982900000.0,1247150000.0,10735800000.0,3369380000.0,5443630000.0,4593390000.0,1156270000.0,1176960000.0,150492000.0,6128990.0,-155800000.0,,,,,,,
175,AURE3,8.94,ON NM,18/07/2025,AUREN ON NM,7.34,Energia Elétrica,12.39,Energia Elétrica,39570200.0,9390380000.0,31/03/2025,29389700000.0,1050380000.0,1614.58,0.01,0.71,12.62,6.46,20.5,0.98,15.1,0.18,0.8,2.72,2.8,-0.35,3.2,,12.65,1.45,20.21,1.97,39.8,0.18,52266700000.0,26161800000.0,6162480000.0,19999300000.0,11094000000.0,13251500000.0,9614720000.0,2952300000.0,1453940000.0,680672000.0,5816000.0,8496000.0,0.6,,,,,,
176,BALM4,16.23,PN,16/07/2025,BAUMER PN,8.87,Equipamentos,16.8,Equipamentos,12175.0,159054000.0,31/03/2025,96341000.0,9800000.0,5.13,3.17,0.87,18.63,4.67,61.7,0.77,16.4,0.57,15.2,1.11,12.1,1.51,17.9,17.0,2.46,3.3,2.83,0.09,6.9,0.74,281464000.0,15706000.0,78419000.0,-62713000.0,205795000.0,182554000.0,207323000.0,49257000.0,34095000.0,9600000.0,31020000.0,3461000.0,8.4,,,,,,
177,BALM3,21.0,ON,18/07/2025,BAUMER ON,10.74,Equipamentos,21.0,Equipamentos,2323.0,205800000.0,31/03/2025,143087000.0,9800000.0,6.63,3.17,1.13,18.63,6.04,61.7,0.99,16.4,0.73,15.2,1.43,12.1,1.95,17.9,17.0,3.65,3.3,4.2,0.09,6.9,0.74,281464000.0,15706000.0,78419000.0,-62713000.0,205795000.0,182554000.0,207323000.0,49257000.0,34095000.0,9600000.0,31020000.0,3461000.0,6.5,,,,,,
178,SCAR3,16.81,ON,18/07/2025,SÃO CARLOS EMPREENDE PARTICIPAÇÕES SA ON,15.8,Exploração de Imóveis,22.75,Exploração de Imóveis,408059.0,970559000.0,31/03/2025,1958900000.0,57737000.0,-33.69,-0.5,0.63,26.57,8.15,40.6,2.11,25.9,0.35,-6.2,1.87,4.3,-1.87,4.6,-1.9,11.29,3.95,16.45,0.76,23.3,0.17,2754730000.0,1158240000.0,169900000.0,988337000.0,693534000.0,1533970000.0,459305000.0,61312000.0,119055000.0,23420000.0,-28807000.0,-6722000.0,10.4,,,,,,
179,GSHP3,4.3,ON NM,16/07/2025,Generalshopp ON NM,4.28,Exploração de Imóveis,11.5,Exploração de Imóveis,4626.0,8293710.0,31/03/2025,2146350000.0,1928770.0,-0.01,-304.25,-0.01,-730.92,0.15,66.7,0.05,29.5,0.01,-319.3,-0.51,4.6,,5.1,41.6,38.05,0.92,39.6,-1.6,17.0,0.15,1188630000.0,2253760000.0,115708000.0,2138050000.0,186383000.0,-1409770000.0,183796000.0,44796000.0,54200000.0,12132000.0,-586831000.0,124146000.0,,,,,,,
180,NEXP3,3.86,ON,18/07/2025,NEXPE ON,3.54,Exploração de Imóveis,4.51,Intermediação Imobiliária,2080.0,10250500.0,31/03/2025,1869500.0,2655570.0,0.1,37.54,-0.2,-19.02,-0.77,43.8,0.12,-15.1,0.28,112.4,-0.55,-37.0,-0.16,-52.9,-197.3,-15.2,0.53,-0.14,-0.03,-4.6,2.45,36116000.0,1307000.0,9688000.0,-8381000.0,20513000.0,-50521000.0,88664000.0,84000.0,-13371000.0,-3906000.0,99689000.0,135715000.0,,,,,,,
181,SYNE3,6.48,ON NM,18/07/2025,SYN PROP TEC ON NM,3.75,Exploração de Imóveis,6.53,Exploração de Imóveis,2946030.0,989133000.0,31/03/2025,1388840000.0,152644000.0,1.77,3.66,0.91,7.15,2.11,41.4,0.74,35.3,0.31,50.5,1.02,14.8,-8.3,17.3,51.1,2.54,5.43,2.96,0.77,3.9,0.42,3168440000.0,838175000.0,438466000.0,399709000.0,1194070000.0,1091940000.0,1329100000.0,83762000.0,469541000.0,31181000.0,558270000.0,18701000.0,108.2,,,,,,
182,LOGG3,19.79,ON NM,18/07/2025,LOG COM PROP ON NM,16.37,Exploração de Imóveis,22.39,Exploração de Imóveis,4504370.0,1738730000.0,31/03/2025,3656230000.0,87859000.0,4.64,4.26,0.47,41.8,10.91,97.7,7.86,72.1,0.26,169.7,12.46,2.4,-0.81,2.4,10.2,22.07,1.18,22.94,0.55,12.2,0.03,6737630000.0,2009570000.0,92066000.0,1917500000.0,897707000.0,3672920000.0,221228000.0,55327000.0,159409000.0,39088000.0,374547000.0,86313000.0,9.9,,,,,,
183,HBRE3,3.01,ON NM,18/07/2025,HBR REALTY ON NM,2.61,Exploração de Imóveis,5.75,Exploração de Imóveis,1195630.0,310599000.0,31/03/2025,1730530000.0,103189000.0,8.76,0.34,0.15,19.78,1.09,75.6,1.82,166.7,0.06,70.9,1.7,5.6,-0.18,5.7,1.7,5.97,1.57,6.08,0.77,22.1,0.03,5127450000.0,1570320000.0,150388000.0,1419940000.0,502409000.0,2040590000.0,170904000.0,45613000.0,284847000.0,18932000.0,35465000.0,-28197000.0,,,,,,,
184,MULT3,25.24,ON N2,18/07/2025,Multiplan ON N2,19.68,Exploração de Imóveis,27.21,Exploração de Imóveis,91001900.0,12952300000.0,31/03/2025,17183600000.0,513164000.0,9.9,2.55,2.25,11.2,7.06,82.8,5.09,72.0,1.03,51.4,20.26,14.5,-2.76,16.5,22.8,8.7,1.41,9.37,0.95,24.6,0.2,12620500000.0,5474980000.0,1243660000.0,4231320000.0,2184110000.0,5746470000.0,2546850000.0,525677000.0,1833320000.0,371662000.0,1307830000.0,234044000.0,4.4,,,,,,
185,LPSB3,1.45,ON NM,18/07/2025,LOPES BRASIL ON NM,1.04,Exploração de Imóveis,2.04,Intermediação Imobiliária,198016.0,213954000.0,31/03/2025,137180000.0,147555000.0,10.34,0.14,0.92,1.58,5.55,80.9,1.06,19.0,0.52,16.4,4.74,9.3,-3.65,11.7,8.9,2.36,1.56,3.56,-,-0.4,0.49,412961000.0,,76774000.0,-76774000.0,126365000.0,232403000.0,202754000.0,48230000.0,38552000.0,5786000.0,20693000.0,4732000.0,5.0,,,,,,
186,IGTI3,2.48,ON N1,18/07/2025,IGUATEMI SA ON N1,1.93,Exploração de Imóveis,2.84,Exploração de Imóveis,163424.0,5151210000.0,31/03/2025,6991620000.0,2077100000.0,12.09,0.21,1.17,2.12,7.29,69.3,4.06,55.7,0.58,33.6,2.41,7.9,-2.78,10.7,9.7,7.94,4.9,9.89,0.94,15.8,0.14,8951480000.0,4125030000.0,2284610000.0,1840420000.0,2688320000.0,4409240000.0,1268460000.0,312118000.0,706933000.0,190409000.0,426142000.0,107434000.0,2.3,,,,,,
187,HBTS5,29.08,PNA,18/07/2025,CIA HABITASUL PNA,22.82,Exploração de Imóveis,36.83,Exploração de Imóveis,3880.0,265608000.0,31/03/2025,495969000.0,9133690.0,12.92,2.25,0.41,70.91,-4.48,51.4,3.83,-85.6,0.16,29.6,5.03,-3.7,-0.34,-3.8,3.2,-8.62,1.37,-8.37,0.43,-8.5,0.04,1614870000.0,281601000.0,51240000.0,230361000.0,194538000.0,647667000.0,69287000.0,32256000.0,-59285000.0,-7741000.0,20553000.0,7852000.0,20.3,,,,,,
188,ALOS3,21.67,ON,18/07/2025,ALLOS ON,16.7,Exploração de Imóveis,22.88,Exploração de Imóveis,86078600.0,11765400000.0,31/03/2025,8684380000.0,542937000.0,13.65,1.59,0.88,24.74,8.86,74.1,4.29,48.4,0.44,35.1,4.57,5.0,-1.39,5.7,6.4,4.48,2.87,6.54,-,42.7,0.1,26592000000.0,,3081070000.0,-3081070000.0,3952020000.0,13432600000.0,2745330000.0,649842000.0,1327610000.0,303612000.0,862115000.0,254670000.0,4.6,,,,,,
189,IGTI11,21.34,UNT N1,18/07/2025,IGUATEMI SA UNT N1,16.08,Exploração de Imóveis,23.22,Exploração de Imóveis,57874700.0,6332180000.0,31/03/2025,8172600000.0,2077100000.0,14.86,1.44,1.44,14.86,8.96,69.3,4.99,55.7,0.71,33.6,2.96,7.9,-3.42,10.7,9.7,9.29,4.9,11.56,0.94,15.8,0.14,8951480000.0,4125030000.0,2284610000.0,1840420000.0,2688320000.0,4409240000.0,1268460000.0,312118000.0,706933000.0,190409000.0,426142000.0,107434000.0,1.8,,,,,,
190,CGAS3,125.0,ON,18/07/2025,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS ON,96.65,Gás,158.23,Gás,9748.0,16565100000.0,31/03/2025,23914800000.0,132521000.0,9.43,13.26,11.66,10.72,5.7,22.5,1.11,19.5,1.18,11.8,9.22,20.7,-1.86,24.3,123.7,6.69,1.95,8.23,5.98,13.9,1.06,14028700000.0,8492910000.0,1143250000.0,7349660000.0,3690810000.0,1420180000.0,14894700000.0,3012560000.0,2905500000.0,641933000.0,1756580000.0,286320000.0,7.9,,,,,,
191,CGAS5,130.05,PNAS,18/07/2025,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS PNAS,99.58,Gás,138.31,Gás,92687.0,17234400000.0,31/03/2025,24584000000.0,132521000.0,9.81,13.26,12.14,10.72,5.93,22.5,1.16,19.5,1.23,11.8,9.59,20.7,-1.93,24.3,123.7,6.88,1.95,8.46,5.98,13.9,1.06,14028700000.0,8492910000.0,1143250000.0,7349660000.0,3690810000.0,1420180000.0,14894700000.0,3012560000.0,2905500000.0,641933000.0,1756580000.0,286320000.0,8.4,,,,,,
192,MOAR3,132.0,ON,18/07/2025,MONTEIRO ARANHA ON,132.0,Holdings Diversificadas,392.34,Holdings Diversificadas,86121.0,1617130000.0,31/03/2025,1073640000.0,12251000.0,-19.93,-6.62,1.63,80.89,-63.33,-,-,-,0.76,,1.51,-1.2,10.66,-2.8,-8.2,-43.18,6.12,-42.04,0.68,-99.4,-,2118860000.0,669026000.0,1212520000.0,-543497000.0,1279670000.0,990925000.0,,,-25536000.0,-6370000.0,-81153000.0,-72099000.0,38.0,,,,,,
193,SIMH3,4.25,ON NM,18/07/2025,SIMPAR ON NM,2.99,Holdings Diversificadas,6.99,Holdings Diversificadas,27380500.0,3710420000.0,31/03/2025,49216300000.0,873041000.0,-15.72,-0.27,1.31,3.23,0.51,25.6,0.09,17.0,0.04,,0.42,8.6,-0.08,11.4,-8.4,4.37,1.45,6.82,20.98,43.7,0.51,83592700000.0,59240900000.0,13735100000.0,45505800000.0,28573300000.0,2824120000.0,42447100000.0,10531200000.0,7213830000.0,1865130000.0,-236055000.0,-50953000.0,1.7,,,,,,
